date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:08	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/weboffline/undangan/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
13:14:08	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2006:14:07%20GMT	https://invitera.site/assets/img/elegant4.20493f0.jpg	C:/weboffline/undangan/invitera.site/assets/img/elegant4.20493f0.jpg	(from https://invitera.site/assets/css/bootstrap.css?v=2094556122)
13:14:08	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2006:14:08%20GMT	https://invitera.site/assets/img/simple_flower.a8a9127.jpg	C:/weboffline/undangan/invitera.site/assets/img/simple_flower.a8a9127.jpg	(from https://invitera.site/assets/css/bootstrap.css?v=2094556122)
13:14:08	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2006:14:08%20GMT	https://invitera.site/assets/img/elegant_top.ee5a7dc.jpg	C:/weboffline/undangan/invitera.site/assets/img/elegant_top.ee5a7dc.jpg	(from https://invitera.site/assets/css/bootstrap.css?v=2094556122)
13:14:08	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2006:14:08%20GMT	https://invitera.site/assets/img/elegant_bottom.d44e0f9.jpg	C:/weboffline/undangan/invitera.site/assets/img/elegant_bottom.d44e0f9.jpg	(from https://invitera.site/assets/css/bootstrap.css?v=2094556122)
13:14:09	8476/8476	---M--	200	added ('OK')	image/gif	date:Mon,%2023%20May%202022%2004:52:41%20GMT	https://invitera.site/assets/images/loading.gif	C:/weboffline/undangan/invitera.site/assets/images/loading.gif	(from https://invitera.site/assets/css/lightbox.min.css)
13:14:09	33661/33661	---M--	200	added ('OK')	image/png	etag:%22ce198aac7a58c5b7355d7559b76c9cc2%22	https://images.ctfassets.net/q40z6pfqje6o/2aTFhVr4yLPwmFxh9zUC6x/43522d4fb39d8ff81070ce588dfcfaa2/179-ai.png	C:/weboffline/undangan/images.ctfassets.net/q40z6pfqje6o/2aTFhVr4yLPwmFxh9zUC6x/43522d4fb39d8ff81070ce588dfcfaa2/179-ai.png	(from https://invitera.site/assets/css/custom.css?v=1793237003)
13:14:09	23298/23298	---M--	200	added ('OK')	image/png	etag:%22bcc55129b139d7110d96fc89949a6027%22	https://images.ctfassets.net/q40z6pfqje6o/6mV99ffPUXlskstkVcTqfC/a32e449da3b3082f1e4a0604e17f7a9a/New_Project__4_.png	C:/weboffline/undangan/images.ctfassets.net/q40z6pfqje6o/6mV99ffPUXlskstkVcTqfC/a32e449da3b3082f1e4a0604e17f7a9a/New_Project__4_.png	(from https://invitera.site/assets/css/custom.css?v=1793237003)
13:14:10	1834/1834	---M--	200	added ('OK')	image/png	etag:%226064d0413c66fb35fc0c1415ef6bef7b%22	https://images.ctfassets.net/q40z6pfqje6o/2DKFUnnr1bi2Pj6KeWuudk/69c4c218aa89d3736c59a8ae7510e5f2/Vector_Smart_Object1-ai__1___1_.png	C:/weboffline/undangan/images.ctfassets.net/q40z6pfqje6o/2DKFUnnr1bi2Pj6KeWuudk/69c4c218aa89d3736c59a8ae7510e5f2/Vector_Smart_Object1-ai__1___1_.png	(from https://invitera.site/assets/css/custom.css?v=1793237003)
13:14:10	18162/18162	---M--	200	added ('OK')	image/png	etag:%228387472015a7e50217bb0a9840cd0cb9%22	https://images.ctfassets.net/q40z6pfqje6o/2fMxNTpVVlmSs3B589toSW/4ddafb8b70c4862ae7e50ce2071143f5/kisspng-adhesive-tape-paper-post-it-note-scotch-tape-clip-clear-tape-cliparts-5aaddc0d06e397.0688797915213435010282__1_.png	C:/weboffline/undangan/images.ctfassets.net/q40z6pfqje6o/2fMxNTpVVlmSs3B589toSW/4ddafb8b70c4862ae7e50ce2071143f5/kisspng-adhesive-tape-paper-post-it-note-scotch-tape-clip-clear-tape-cliparts-5aaddc0d06e397.0688797915213435010282__1_.46	(from https://invitera.site/assets/css/custom.css?v=1793237003)
13:14:10	9483/9483	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2023%20May%202022%2004:52:43%20GMT	https://invitera.site/assets/js/lightbox.min.js	C:/weboffline/undangan/invitera.site/assets/js/lightbox.min.js	(from https://invitera.site/jimmyclarissa/62818281616)
